Top 50 Sort By Count
Count     Total    Mean  Stddev     Min   P99.9     Max    2xx   3xx  4xx  5xx  TotalBytes   MinBytes  MeanBytes   MaxBytes  Request
29296  3155.718  0.1077  0.2390   0.000   2.940   6.876  29296     0    0    0           0          0          0          0  get /api/contestant/notifications?.*
13845   571.451  0.0413  0.2098   0.000   1.601   1.671  13845     0    0    0   243892096       6232      17615      23597  GET /api/audience/dashboard HTTP/2
11672   681.083  0.0584  0.2041   0.000   2.403   4.458  11670     0    2    0         122          0          0         61  GET /api/contestant/notifications HTTP/2
 4895  1159.420  0.2369  0.3843   0.001   3.794   6.486   4893     0    2    0     4981227          0       1017       3595  GET /api/contestant/benchmark_jobs HTTP/2
 4864  1195.937  0.2459  0.2834   0.001   1.945   1.993   4862     0    2    0   272669788         61      56058      72830  GET /api/contestant/dashboard HTTP/2
 3402    82.371  0.0242  0.0516   0.000   0.281   0.326   3402     0    0    0   145145760       2473      42664     105858  get /packs/.*
 3300    31.114  0.0094  0.0258   0.000   0.219   0.234   1014  2286    0    0     1166100          0        353       1150  GET /favicon.ico HTTP/2
 2654   551.870  0.2079  0.3671   0.000   3.672   4.381   2654     0    0    0     1169531        123        440        577  GET /api/session HTTP/2
 1609  2604.502  1.6187  2.0173   0.002  11.129  11.950   1609     0    0    0       59407          5         36         80  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
 1184     2.988  0.0025  0.0062   0.000   0.027   0.027    120  1064    0    0       46920          0         39        391  GET /contestant/clarifications HTTP/2
 1161  1030.045  0.8872  1.4584   0.003   9.127   9.413   1159     0    2    0     3433650          0       2957       5347  GET /api/contestant/clarifications HTTP/2
  810    18.036  0.0223  0.0369   0.000   0.139   0.139    240   570    0    0       93840          0        115        391  GET /contestant HTTP/2
  696    87.770  0.1261  0.3323   0.002   6.224   6.224    691     0    5    0       40045         54         57        127  POST /api/contestant/benchmark_jobs HTTP/2
  648   204.392  0.3154  0.3802   0.000   3.647   3.647    646     0    2    0      179234         61        276        311  get /api/contestant/benchmark_jobs/:id
  645     1.427  0.0022  0.0064   0.000   0.067   0.067    645     0    0    0      250905        389        389        389  GET / HTTP/2
  371     7.277  0.0196  0.0175   0.001   0.137   0.137    370     0    1    0          77          0          0         77  POST /api/signup HTTP/2
  370     6.478  0.0175  0.0155   0.000   0.072   0.072    369     1    0    0      143541          0        387        389  GET /signup HTTP/2
  360    17.875  0.0497  0.0360   0.004   0.172   0.172    360     0    0    0           0          0          0          0  POST /api/contestant/push_subscriptions HTTP/2
  268   125.825  0.4695  0.4542   0.001   4.586   4.586    266     0    2    0      102075         61        380        430  POST /api/contestant/clarifications HTTP/2
  244     7.110  0.0291  0.0199   0.002   0.125   0.125    242     0    2    0         152          0          0         97  POST /api/registration/contestant HTTP/2
  244     2.644  0.0108  0.0142   0.000   0.121   0.121    244     0    0    0       94916        389        389        389  get /registration?
  182    20.908  0.1149  0.1022   0.001   0.566   0.566    180     0    2    0       69114         61        379        430  get /api/admin/clarifications/:id
  173    77.878  0.4502  0.2011   0.001   1.125   1.125    171     0    2    0       74866         61        432        483  put /api/admin/clarifications/:id
  126     7.565  0.0600  0.0430   0.001   0.223   0.223    121     0    5    0         601          2          4         91  POST /api/registration/team HTTP/2
