Top 50 Sort By Count
Count     Total    Mean  Stddev     Min   P99.9     Max    2xx   3xx  4xx  5xx  TotalBytes   MinBytes  MeanBytes   MaxBytes  Request
26697    87.087  0.0033  0.0073   0.000   0.081   0.091  26697     0    0    0   365070246         22      13674      22731  GET /api/audience/dashboard HTTP/2
18802  2875.830  0.1530  0.2083   0.001   2.391   4.301  18802     0    0    0      184503          0          9        101  get /api/contestant/notifications?.*
 5805   235.648  0.0406  0.0974   0.001   1.001   1.245   5803     0    2    0        4160          0          0         61  GET /api/contestant/notifications HTTP/2
 3929   832.172  0.2118  0.2040   0.001   1.749   1.978   3927     0    2    0   188736586         61      48036      74492  GET /api/contestant/dashboard HTTP/2
 3880   533.242  0.1374  0.1812   0.000   2.055   2.409   3878     0    2    0     9605895          0       2475       7221  GET /api/contestant/benchmark_jobs HTTP/2
 3459    36.025  0.0104  0.0222   0.000   0.129   0.141   3459     0    0    0   155145428       2473      44852     105858  get /packs/.*
 3272    19.355  0.0059  0.0129   0.000   0.098   0.106   1093  2179    0    0     1256950          0        384       1150  GET /favicon.ico HTTP/2
 2368   399.323  0.1686  0.2164   0.000   2.081   2.105   2368     0    0    0      919609         34        388        489  GET /api/session HTTP/2
 2126  2081.544  0.9791  1.2204   0.003   9.633  10.454   2126     0    0    0       80588          5         37         80  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
 1001  1050.566  1.0495  1.2666   0.001   6.607   6.626    999     0    2    0     4401215          0       4396       8816  GET /api/contestant/clarifications HTTP/2
  999     3.724  0.0037  0.0071   0.000   0.052   0.052     60   939    0    0       23460          0         23        391  GET /contestant/clarifications HTTP/2
  999     7.362  0.0074  0.0159   0.000   0.091   0.091    120   879    0    0       46920          0         46        391  GET /contestant HTTP/2
  944    70.248  0.0744  0.1760   0.002   4.127   4.127    939     0    5    0       54271         54         57        127  POST /api/contestant/benchmark_jobs HTTP/2
  907   116.987  0.1290  0.1796   0.001   3.007   3.007    905     0    2    0      249447         61        275        311  get /api/contestant/benchmark_jobs/:id
  905     2.745  0.0030  0.0050   0.000   0.038   0.038    905     0    0    0      352045        389        389        389  GET / HTTP/2
  314    72.948  0.2323  0.2348   0.001   2.012   2.012    312     0    2    0      119989         61        382        433  POST /api/contestant/clarifications HTTP/2
  270   129.985  0.4814  1.3602   0.001   9.784   9.784    268     0    2    0      117188         61        434        509  put /api/admin/clarifications/:id
  270    18.286  0.0677  0.0655   0.001   0.534   0.534    268     0    2    0      103071         61        381        433  get /api/admin/clarifications/:id
  189     3.339  0.0177  0.0148   0.000   0.074   0.074    188     0    1    0          77          0          0         77  POST /api/signup HTTP/2
  188     6.203  0.0330  0.0393   0.000   0.127   0.127    187     1    0    0       72743          0        386        389  GET /signup HTTP/2
  124     1.045  0.0084  0.0089   0.000   0.056   0.056    124     0    0    0       48236        389        389        389  get /registration?
  124     4.418  0.0356  0.0219   0.002   0.120   0.120    122     0    2    0         152          0          1         97  POST /api/registration/contestant HTTP/2
   64     2.877  0.0450  0.0221   0.001   0.099   0.099     61     0    3    0         347          2          5         91  POST /api/registration/team HTTP/2
   61     3.332  0.0546  0.0259   0.002   0.125   0.125     61     0    0    0       29517        441        483        515  GET /api/registration/session HTTP/2
   60     8.588  0.1431  0.5081   0.000   3.627   3.627     58     0    2    0      531538          0       8858     133984  GET /api/admin/clarifications HTTP/2
   57     0.212  0.0037  0.0110   0.000   0.058   0.058      1    56    0    0         386          0          6        386  GET /admin/clarifications HTTP/2
    6     0.007  0.0012  0.0018   0.000   0.005   0.005      4     0    2    0         274          0         45        137  POST /api/login HTTP/2
    2     0.185  0.0925  0.0085   0.084   0.101   0.101      2     0    0    0          56         28         28         28  POST /initialize HTTP/2

Top 50 Sort By Total
Count     Total    Mean  Stddev     Min   P99.9     Max    2xx   3xx  4xx  5xx  TotalBytes   MinBytes  MeanBytes   MaxBytes  Request
18802  2875.830  0.1530  0.2083   0.001   2.391   4.301  18802     0    0    0      184503          0          9        101  get /api/contestant/notifications?.*
 2126  2081.544  0.9791  1.2204   0.003   9.633  10.454   2126     0    0    0       80588          5         37         80  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
 1001  1050.566  1.0495  1.2666   0.001   6.607   6.626    999     0    2    0     4401215          0       4396       8816  GET /api/contestant/clarifications HTTP/2
 3929   832.172  0.2118  0.2040   0.001   1.749   1.978   3927     0    2    0   188736586         61      48036      74492  GET /api/contestant/dashboard HTTP/2
 3880   533.242  0.1374  0.1812   0.000   2.055   2.409   3878     0    2    0     9605895          0       2475       7221  GET /api/contestant/benchmark_jobs HTTP/2
 2368   399.323  0.1686  0.2164   0.000   2.081   2.105   2368     0    0    0      919609         34        388        489  GET /api/session HTTP/2
 5805   235.648  0.0406  0.0974   0.001   1.001   1.245   5803     0    2    0        4160          0          0         61  GET /api/contestant/notifications HTTP/2
  270   129.985  0.4814  1.3602   0.001   9.784   9.784    268     0    2    0      117188         61        434        509  put /api/admin/clarifications/:id
  907   116.987  0.1290  0.1796   0.001   3.007   3.007    905     0    2    0      249447         61        275        311  get /api/contestant/benchmark_jobs/:id
