Top 50 Sort By Count
Count    Total    Mean  Stddev    Min  P99.9    Max    2xx   3xx  4xx  5xx  TotalBytes   MinBytes  MeanBytes   MaxBytes  Request
24615  232.871  0.0095  0.0328  0.000  0.451  0.483  24615     0    0    0  1029616844        120      41828      63028  GET /api/audience/dashboard HTTP/2
 7293   50.921  0.0070  0.0138  0.000  0.149  0.515   2958  4335    0    0   717698201          0      98409     492294  get /packs/.*
 4532   87.674  0.0193  0.0394  0.002  0.551  0.554   4532     0    0    0       86294          0         19         74  get /api/contestant/notifications?.*
 2431   10.819  0.0045  0.0132  0.000  0.256  0.375    976  1455    0    0     1122400          0        461       1150  GET /favicon.ico HTTP/2
 2114  564.434  0.2670  0.2267  0.002  0.553  0.573   2114     0    0    0       80641          5         38         80  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
 1502   16.441  0.0109  0.0113  0.000  0.079  0.096   1502     0    0    0      563795         34        375        465  GET /api/session HTTP/2
 1451   58.030  0.0400  0.0291  0.005  0.170  0.256   1449     0    2    0    47050330         61      32426      63028  GET /api/contestant/dashboard HTTP/2
 1441   27.403  0.0190  0.0190  0.002  0.142  0.256   1439     0    2    0    18833426          0      13069      28096  GET /api/contestant/benchmark_jobs HTTP/2
 1003    8.905  0.0089  0.0131  0.002  0.107  0.116   1001     0    2    0         782          0          0         61  GET /api/contestant/notifications HTTP/2
  950    4.468  0.0047  0.0074  0.000  0.067  0.067     20   930    0    0        7820          0          8        391  GET /contestant HTTP/2
  945   16.187  0.0171  0.0155  0.002  0.256  0.256    940     0    5    0       54405         55         57        127  POST /api/contestant/benchmark_jobs HTTP/2
  932    8.911  0.0096  0.0190  0.001  0.345  0.345    930     0    2    0      255557         61        274        311  get /api/contestant/benchmark_jobs/:id
  930    3.010  0.0032  0.0063  0.000  0.067  0.067    930     0    0    0      361770        389        389        389  GET / HTTP/2
  278    2.721  0.0098  0.0459  0.000  0.575  0.575     10   268    0    0        3910          0         14        391  GET /contestant/clarifications HTTP/2
  276   12.696  0.0460  0.0413  0.003  0.227  0.227    274     0    2    0     1164238          0       4218       9125  GET /api/contestant/clarifications HTTP/2
  206   19.186  0.0931  0.1032  0.001  0.560  0.560    204     0    2    0     3445237          0      16724      51607  GET /api/admin/clarifications HTTP/2
  203    1.026  0.0051  0.0314  0.000  0.444  0.444      1   202    0    0         386          0          1        386  GET /admin/clarifications HTTP/2
  122    2.673  0.0219  0.0481  0.002  0.519  0.519    120     0    2    0       45247         61        370        410  POST /api/contestant/clarifications HTTP/2
  122    2.491  0.0204  0.0174  0.001  0.137  0.137    120     0    2    0       51735         61        424        475  put /api/admin/clarifications/:id
  122    1.291  0.0106  0.0097  0.002  0.047  0.047    120     0    2    0       45253         61        370        410  get /api/admin/clarifications/:id
   47    0.824  0.0175  0.0134  0.001  0.062  0.062     46     0    1    0          77          0          1         77  POST /api/signup HTTP/2
   46    0.398  0.0087  0.0093  0.000  0.036  0.036     45     1    0    0       17505          0        380        389  GET /signup HTTP/2
   24    0.314  0.0131  0.0088  0.001  0.036  0.036     24     0    0    0        9336        389        389        389  get /registration?
   24    0.431  0.0180  0.0082  0.002  0.031  0.031     22     0    2    0         152          0          6         97  POST /api/registration/contestant HTTP/2
   22    0.698  0.0317  0.0173  0.002  0.063  0.063     11     0   11    0         783          2         35         91  POST /api/registration/team HTTP/2
   11    0.369  0.0335  0.0221  0.003  0.066  0.066     11     0    0    0        5284        468        480        492  GET /api/registration/session HTTP/2
    6    0.009  0.0015  0.0005  0.001  0.002  0.002      4     0    2    0         274          0         45        137  POST /api/login HTTP/2
    2    0.172  0.0860  0.0040  0.082  0.090  0.090      2     0    0    0          56         28         28         28  POST /initialize HTTP/2

Top 50 Sort By Total
Count    Total    Mean  Stddev    Min  P99.9    Max    2xx   3xx  4xx  5xx  TotalBytes   MinBytes  MeanBytes   MaxBytes  Request
 2114  564.434  0.2670  0.2267  0.002  0.553  0.573   2114     0    0    0       80641          5         38         80  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
24615  232.871  0.0095  0.0328  0.000  0.451  0.483  24615     0    0    0  1029616844        120      41828      63028  GET /api/audience/dashboard HTTP/2
 4532   87.674  0.0193  0.0394  0.002  0.551  0.554   4532     0    0    0       86294          0         19         74  get /api/contestant/notifications?.*
 1451   58.030  0.0400  0.0291  0.005  0.170  0.256   1449     0    2    0    47050330         61      32426      63028  GET /api/contestant/dashboard HTTP/2
 7293   50.921  0.0070  0.0138  0.000  0.149  0.515   2958  4335    0    0   717698201          0      98409     492294  get /packs/.*
 1441   27.403  0.0190  0.0190  0.002  0.142  0.256   1439     0    2    0    18833426          0      13069      28096  GET /api/contestant/benchmark_jobs HTTP/2
  206   19.186  0.0931  0.1032  0.001  0.560  0.560    204     0    2    0     3445237          0      16724      51607  GET /api/admin/clarifications HTTP/2
 1502   16.441  0.0109  0.0113  0.000  0.079  0.096   1502     0    0    0      563795         34        375        465  GET /api/session HTTP/2
  945   16.187  0.0171  0.0155  0.002  0.256  0.256    940     0    5    0       54405         55         57        127  POST /api/contestant/benchmark_jobs HTTP/2
  276   12.696  0.0460  0.0413  0.003  0.227  0.227    274     0    2    0     1164238          0       4218       9125  GET /api/contestant/clarifications HTTP/2
 2431   10.819  0.0045  0.0132  0.000  0.256  0.375    976  1455    0    0     1122400          0        461       1150  GET /favicon.ico HTTP/2
  932    8.911  0.0096  0.0190  0.001  0.345  0.345    930     0    2    0      255557         61        274        311  get /api/contestant/benchmark_jobs/:id
 1003    8.905  0.0089  0.0131  0.002  0.107  0.116   1001     0    2    0         782          0          0         61  GET /api/contestant/notifications HTTP/2
  950    4.468  0.0047  0.0074  0.000  0.067  0.067     20   930    0    0        7820          0          8        391  GET /contestant HTTP/2
  930    3.010  0.0032  0.0063  0.000  0.067  0.067    930     0    0    0      361770        389        389        389  GET / HTTP/2
  278    2.721  0.0098  0.0459  0.000  0.575  0.575     10   268    0    0        3910          0         14        391  GET /contestant/clarifications HTTP/2
  122    2.673  0.0219  0.0481  0.002  0.519  0.519    120     0    2    0       45247         61        370        410  POST /api/contestant/clarifications HTTP/2
  122    2.491  0.0204  0.0174  0.001  0.137  0.137    120     0    2    0       51735         61        424        475  put /api/admin/clarifications/:id
  122    1.291  0.0106  0.0097  0.002  0.047  0.047    120     0    2    0       45253         61        370        410  get /api/admin/clarifications/:id
  203    1.026  0.0051  0.0314  0.000  0.444  0.444      1   202    0    0         386          0          1        386  GET /admin/clarifications HTTP/2
   47    0.824  0.0175  0.0134  0.001  0.062  0.062     46     0    1    0          77          0          1         77  POST /api/signup HTTP/2
   22    0.698  0.0317  0.0173  0.002  0.063  0.063     11     0   11    0         783          2         35         91  POST /api/registration/team HTTP/2
   24    0.431  0.0180  0.0082  0.002  0.031  0.031     22     0    2    0         152          0          6         97  POST /api/registration/contestant HTTP/2
   46    0.398  0.0087  0.0093  0.000  0.036  0.036     45     1    0    0       17505          0        380        389  GET /signup HTTP/2
   11    0.369  0.0335  0.0221  0.003  0.066  0.066     11     0    0    0        5284        468        480        492  GET /api/registration/session HTTP/2
   24    0.314  0.0131  0.0088  0.001  0.036  0.036     24     0    0    0        9336        389        389        389  get /registration?
    2    0.172  0.0860  0.0040  0.082  0.090  0.090      2     0    0    0          56         28         28         28  POST /initialize HTTP/2
    6    0.009  0.0015  0.0005  0.001  0.002  0.002      4     0    2    0         274          0         45        137  POST /api/login HTTP/2

Top 50 Sort By Mean
Count    Total    Mean  Stddev    Min  P99.9    Max    2xx   3xx  4xx  5xx  TotalBytes   MinBytes  MeanBytes   MaxBytes  Request
 2114  564.434  0.2670  0.2267  0.002  0.553  0.573   2114     0    0    0       80641          5         38         80  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
  206   19.186  0.0931  0.1032  0.001  0.560  0.560    204     0    2    0     3445237          0      16724      51607  GET /api/admin/clarifications HTTP/2
    2    0.172  0.0860  0.0040  0.082  0.090  0.090      2     0    0    0          56         28         28         28  POST /initialize HTTP/2
  276   12.696  0.0460  0.0413  0.003  0.227  0.227    274     0    2    0     1164238          0       4218       9125  GET /api/contestant/clarifications HTTP/2
 1451   58.030  0.0400  0.0291  0.005  0.170  0.256   1449     0    2    0    47050330         61      32426      63028  GET /api/contestant/dashboard HTTP/2
   11    0.369  0.0335  0.0221  0.003  0.066  0.066     11     0    0    0        5284        468        480        492  GET /api/registration/session HTTP/2
   22    0.698  0.0317  0.0173  0.002  0.063  0.063     11     0   11    0         783          2         35         91  POST /api/registration/team HTTP/2
  122    2.673  0.0219  0.0481  0.002  0.519  0.519    120     0    2    0       45247         61        370        410  POST /api/contestant/clarifications HTTP/2
  122    2.491  0.0204  0.0174  0.001  0.137  0.137    120     0    2    0       51735         61        424        475  put /api/admin/clarifications/:id
 4532   87.674  0.0193  0.0394  0.002  0.551  0.554   4532     0    0    0       86294          0         19         74  get /api/contestant/notifications?.*
