Top 50 Sort By Count
Count     Total    Mean  Stddev     Min   P99.9     Max    2xx  3xx  4xx  5xx  TotalBytes   MinBytes  MeanBytes   MaxBytes  Request
37704  2519.318  0.0668  0.1819   0.000   1.550   2.024  37704    0    0    0  1606794423       7154      42616      57539  GET /api/audience/dashboard HTTP/2
21219  3893.325  0.1835  0.3108   0.001   4.067   4.997  21219    0    0    0           0          0          0          0  get /api/contestant/notifications?.*
 8949   472.851  0.0528  0.2300   0.000   2.248   2.355   8947    0    2    0         122          0          0         61  GET /api/contestant/notifications HTTP/2
 6327   150.110  0.0237  0.1290   0.000   1.261   4.223   6327    0    0    0   286684286       2473      45311     105858  get /packs/.*
 5700  1429.815  0.2508  0.4305   0.002   3.748   4.997   5698    0    2    0    22835935          0       4006      17445  GET /api/contestant/benchmark_jobs HTTP/2
 5525  2147.436  0.3887  0.3195   0.001   1.984   2.011   5523    0    2    0   518102968         61      93774     141088  GET /api/contestant/dashboard HTTP/2
 4563   570.074  0.1249  0.2995   0.000   4.112   4.123   4563    0    0    0     2259264        123        495        572  GET /api/session HTTP/2
 2206   528.047  0.2394  0.5368   0.001   4.112   4.123   2204    0    2    0    12257487          0       5556      10813  GET /api/contestant/clarifications HTTP/2
 2023    32.122  0.0159  0.0442   0.000   0.765   0.795   2023    0    0    0     2326450       1150       1150       1150  GET /favicon.ico HTTP/2
 1740   913.434  0.5250  0.7461   0.002   4.950   6.859   1735    0    5    0      100067         54         57        127  POST /api/contestant/benchmark_jobs HTTP/2
 1734  4399.505  2.5372  2.4552   0.327  12.557  12.596   1734    0    0    0      138142         78         79         80  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
 1729   352.198  0.2037  0.3251   0.001   4.096   4.096   1727    0    2    0      479361         61        277        313  get /api/contestant/benchmark_jobs/:id
 1727    31.720  0.0184  0.0890   0.000   2.280   2.369   1727    0    0    0      436931        253        253        253  GET / HTTP/2
  421   259.163  0.6156  0.6336   0.001   4.557   4.557    419    0    2    0      162660         61        386        440  POST /api/contestant/clarifications HTTP/2
  356   109.206  0.3068  0.6448   0.001   2.548   2.548    354    0    2    0      137510         61        386        440  get /api/admin/clarifications/:id
  353   619.739  1.7556  1.9907   0.001   7.442   7.442    351    0    2    0      154833         61        438        504  put /api/admin/clarifications/:id
  297     3.032  0.0102  0.0086   0.000   0.044   0.044    296    0    1    0          77          0          0         77  POST /api/signup HTTP/2
  295     3.054  0.0104  0.0092   0.000   0.066   0.066    295    0    0    0       74635        253        253        253  GET /signup HTTP/2
  258     5.711  0.0221  0.0163   0.001   0.092   0.092    258    0    0    0           0          0          0          0  POST /api/contestant/push_subscriptions HTTP/2
  176     4.740  0.0269  0.0201   0.001   0.105   0.105    174    0    2    0         152          0          0         97  POST /api/registration/contestant HTTP/2
  176     0.850  0.0048  0.0065   0.000   0.026   0.026    176    0    0    0       44528        253        253        253  get /registration?
  172     8.703  0.0506  0.0099   0.012   0.071   0.071    172    0    0    0       43516        253        253        253  GET /contestant HTTP/2
