Top 50 Sort By Count
Count    Total    Mean  Stddev    Min  P99.9    Max    2xx   3xx  4xx  5xx  TotalBytes   MinBytes  MeanBytes   MaxBytes  Request
24655  171.177  0.0069  0.0145  0.000  0.203  0.271  24655     0    0    0  1042041328         82      42264      63816  GET /api/audience/dashboard HTTP/2
 4573   76.139  0.0166  0.0198  0.002  0.235  0.268   4573     0    0    0       87432          0         19         74  get /api/contestant/notifications?.*
 3012   12.306  0.0041  0.0061  0.000  0.050  0.069   3012     0    0    0   140251490       2473      46564     105858  get /packs/.*
 2450   11.511  0.0047  0.0076  0.000  0.070  0.089    994  1456    0    0     1143100          0        466       1150  GET /favicon.ico HTTP/2
 2134  562.405  0.2635  0.2269  0.001  0.549  0.556   2134     0    0    0       82148          5         38         80  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
 1503   18.577  0.0124  0.0160  0.000  0.172  0.174   1503     0    0    0      561319         34        373        474  GET /api/session HTTP/2
 1470   56.055  0.0381  0.0280  0.005  0.272  0.273   1468     0    2    0    48005343         61      32656      63816  GET /api/contestant/dashboard HTTP/2
 1460   27.360  0.0187  0.0177  0.002  0.135  0.273   1458     0    2    0    19505052          0      13359      29303  GET /api/contestant/benchmark_jobs HTTP/2
 1024    5.467  0.0053  0.0051  0.002  0.033  0.058   1022     0    2    0         761          0          0         61  GET /api/contestant/notifications HTTP/2
  968    4.926  0.0051  0.0072  0.000  0.071  0.071     20   948    0    0        5060          0          5        253  GET /contestant HTTP/2
  964   17.541  0.0182  0.0127  0.003  0.106  0.106    959     0    5    0       55471         54         57        127  POST /api/contestant/benchmark_jobs HTTP/2
  950    8.793  0.0093  0.0099  0.001  0.090  0.090    948     0    2    0      262659         61        276        311  get /api/contestant/benchmark_jobs/:id
  948    3.050  0.0032  0.0061  0.000  0.071  0.071    948     0    0    0      239844        253        253        253  GET / HTTP/2
  269   14.145  0.0526  0.0541  0.005  0.349  0.349    267     0    2    0     1125104          0       4182       9131  GET /api/contestant/clarifications HTTP/2
  267    1.997  0.0075  0.0109  0.000  0.100  0.100     10   257    0    0        2530          0          9        253  GET /contestant/clarifications HTTP/2
  200   19.040  0.0952  0.1103  0.001  0.645  0.645    198     0    2    0     3258460          0      16292      51164  GET /api/admin/clarifications HTTP/2
  197    0.646  0.0033  0.0079  0.000  0.088  0.088      1   196    0    0         252          0          1        252  GET /admin/clarifications HTTP/2
  123    2.736  0.0222  0.0203  0.003  0.149  0.149    121     0    2    0       45110         61        366        429  POST /api/contestant/clarifications HTTP/2
  122    1.874  0.0154  0.0104  0.003  0.071  0.071    120     0    2    0       44814         61        367        429  get /api/admin/clarifications/:id
  122    3.708  0.0304  0.0209  0.002  0.161  0.161    120     0    2    0       50990         61        417        487  put /api/admin/clarifications/:id
   47    0.576  0.0123  0.0097  0.001  0.033  0.033     46     0    1    0          77          0          1         77  POST /api/signup HTTP/2
   46    0.286  0.0062  0.0051  0.000  0.015  0.015     45     1    0    0       11385          0        247        253  GET /signup HTTP/2
   24    0.232  0.0097  0.0061  0.000  0.019  0.019     24     0    0    0        6072        253        253        253  get /registration?
   24    0.471  0.0196  0.0104  0.003  0.039  0.039     22     0    2    0         152          0          6         97  POST /api/registration/contestant HTTP/2
   22    0.541  0.0246  0.0111  0.002  0.039  0.039     11     0   11    0         783          2         35         91  POST /api/registration/team HTTP/2
   11    0.385  0.0350  0.0157  0.003  0.066  0.066     11     0    0    0        5272        453        479        499  GET /api/registration/session HTTP/2
    6    0.008  0.0013  0.0005  0.001  0.002  0.002      4     0    2    0         274          0         45        137  POST /api/login HTTP/2
    2    0.187  0.0935  0.0055  0.088  0.099  0.099      2     0    0    0          56         28         28         28  POST /initialize HTTP/2

Top 50 Sort By Total
Count    Total    Mean  Stddev    Min  P99.9    Max    2xx   3xx  4xx  5xx  TotalBytes   MinBytes  MeanBytes   MaxBytes  Request
 2134  562.405  0.2635  0.2269  0.001  0.549  0.556   2134     0    0    0       82148          5         38         80  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
24655  171.177  0.0069  0.0145  0.000  0.203  0.271  24655     0    0    0  1042041328         82      42264      63816  GET /api/audience/dashboard HTTP/2
 4573   76.139  0.0166  0.0198  0.002  0.235  0.268   4573     0    0    0       87432          0         19         74  get /api/contestant/notifications?.*
 1470   56.055  0.0381  0.0280  0.005  0.272  0.273   1468     0    2    0    48005343         61      32656      63816  GET /api/contestant/dashboard HTTP/2
 1460   27.360  0.0187  0.0177  0.002  0.135  0.273   1458     0    2    0    19505052          0      13359      29303  GET /api/contestant/benchmark_jobs HTTP/2
  200   19.040  0.0952  0.1103  0.001  0.645  0.645    198     0    2    0     3258460          0      16292      51164  GET /api/admin/clarifications HTTP/2
 1503   18.577  0.0124  0.0160  0.000  0.172  0.174   1503     0    0    0      561319         34        373        474  GET /api/session HTTP/2
  964   17.541  0.0182  0.0127  0.003  0.106  0.106    959     0    5    0       55471         54         57        127  POST /api/contestant/benchmark_jobs HTTP/2
  269   14.145  0.0526  0.0541  0.005  0.349  0.349    267     0    2    0     1125104          0       4182       9131  GET /api/contestant/clarifications HTTP/2
 3012   12.306  0.0041  0.0061  0.000  0.050  0.069   3012     0    0    0   140251490       2473      46564     105858  get /packs/.*
 2450   11.511  0.0047  0.0076  0.000  0.070  0.089    994  1456    0    0     1143100          0        466       1150  GET /favicon.ico HTTP/2
  950    8.793  0.0093  0.0099  0.001  0.090  0.090    948     0    2    0      262659         61        276        311  get /api/contestant/benchmark_jobs/:id
 1024    5.467  0.0053  0.0051  0.002  0.033  0.058   1022     0    2    0         761          0          0         61  GET /api/contestant/notifications HTTP/2
